Unnamed: 0,Track Name,Artist(s),Popularity,Audio Preview,Cover Image,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Genre
990,Durga Chalisa,Pamela Jain,15,https://p.scdn.co/mp3-preview/40d062896d0935b97232a52d7fa5cad96e04fc3a?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2739afe81bfb18156c0f7270381,0.617,0.676,-6.118,0.0484,0.554,0.132,76.947,hindi devotional
757,Shyam Ka Birthday Aya Hai,Parvinder Palak,0,https://p.scdn.co/mp3-preview/8b4bcda0d7d48fa4aac79423eb63cb5bf31c92f7?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273ff3eb28a3c1a9009062ae14a,0.749,0.829,-5.293,0.0573,0.019,0.151,106.007,hindi devotional
617,Mere Ghar Ram Aaye Hain,"Jubin Nautiyal, Payal Dev, Manoj Muntashir",69,https://p.scdn.co/mp3-preview/2ae3f032b77da31f4d6ddbdcc3a66b488b8b754b?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2730c877acde30dad1997723dba,0.639,0.951,-3.108,0.0371,0.485,0.126,107.964,hindi devotional
1979,Summer Night,Ahzura,64,https://p.scdn.co/mp3-preview/cbb4c7f807776da6d065dd846061a643f20ccd2e?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273c146f1b4fdfdc60e402335dc,0.165,0.00611,-36.87,0.0448,0.994,0.105,130.56,relaxation
147,Sukh Karta Dukh Harta,Suresh Wadkar,53,https://p.scdn.co/mp3-preview/83327d73cf51d25598b9f84b13a521d61111166b?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273f7bd532b64a74dcc21d9ee6b,0.62,0.528,-6.116,0.0392,0.474,0.238,180.106,bhajan
1164,Sharanu Sharanu,"M. M. Keeravani, Madhu Balakrishnan, Sunitha",44,https://p.scdn.co/mp3-preview/0e349aa60402791a814180a4e0622e8e3a465e5a?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2738966aa813c1e0a5b8bdffa86,0.519,0.546,-8.235,0.0489,0.785,0.143,102.928,hindi devotional
134,Hanuman Chalisa,Sachet Tandon,51,https://p.scdn.co/mp3-preview/405cf0bcd0c98e3bc58ec08f915a0b47c3a12336?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27377ea62179d625b96bc0c0d0f,0.686,0.907,-2.614,0.143,0.671,0.0764,124.953,bhajan
876,Mantra Pushpam,Seven,38,https://p.scdn.co/mp3-preview/c2cebc60882270130a2516a1d12ff5c5bff1da36?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273a25f1c9a6ecb209f6d115d46,0.507,0.416,-8.978,0.0553,0.802,0.12,92.137,hindi devotional
1249,Aparadhini Yesayya,Anwesha Dutta & Deepak Pandit,36,https://p.scdn.co/mp3-preview/37af904aa320cdf6a2b07dc0ca95ad7e9d8604c4?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273e36f83083d1448683b720028,0.639,0.563,-7.677,0.0346,0.765,0.141,103.93,hindi devotional
1737,Just A Dream,Comet 1993,62,https://p.scdn.co/mp3-preview/c12f1017c324175a9914f275156e64313b258e3d?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2736d64650f47a45bc6aefb283e,0.151,0.000913,-38.495,0.0414,0.995,0.112,137.186,relaxation
1620,Dreamland,"Yoga Music, Asian Zen: Spa Music Meditation, Spa",17,https://p.scdn.co/mp3-preview/6afcecd4b92d199bc5b8fb57ae46dff1b837d412?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2739208ddc78433bf947c4c4f34,0.129,0.11,-22.32,0.0406,0.984,0.139,81.573,relaxation
1107,Ganpati Aarti,Amitabh Bachchan,58,https://p.scdn.co/mp3-preview/becf758ead4d0087cfee635ed2f887531eea1be4?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273b1335442bff476768c74e29e,0.536,0.786,-8.124,0.0494,0.791,0.0905,105.063,hindi devotional
2438,Say a Prayer For Me,RÜFÜS DU SOL,30,https://p.scdn.co/mp3-preview/534ff61b71e6b91ce07439ff5e0aaae91c617278?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273de342b284f5dc7e0257fe38c,0.821,0.675,-6.661,0.0709,0.228,0.0765,116.013,yoga
2097,All Along,Tegan Riley,68,https://p.scdn.co/mp3-preview/b6012b55d8bc8df0eb2c285e4e76d06089e66fa3?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273790a225d0056d3ab12f9f357,0.101,0.00193,-38.381,0.0393,0.98,0.0925,70.774,yoga
2510,Lonely Desert,"Rangitoto, Blumida, Ananta",55,https://p.scdn.co/mp3-preview/791d38d3edd67b60b2c609250fab850fd148818b?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b27305f7eb9ac0efa93cdfb09aee,0.226,0.197,-23.16,0.0477,0.561,0.0932,72.954,yoga
2121,Found,"Edwin Pearson, Peter Delafose, Fomadd",57,https://p.scdn.co/mp3-preview/f3d31f7bb42e0b70a759a823b094235951ef0c91?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b2734643a714de5759e1226a8e1b,0.23,0.00312,-38.237,0.0427,0.996,0.0891,69.217,yoga
173,Hare Krishna Hare,Palak Muchhal,55,https://p.scdn.co/mp3-preview/2de571c166b4d25d7aaf08bf223c6d6f6ee693b2?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273ebb227f375ba5afc61ee5f3c,0.399,0.536,-10.735,0.0484,0.845,0.194,94.705,bhajan
830,Shriram Jai Ram Jai Jai Ram - Ram Dhun,"Amrita Chaturvedi, Upadhyay",23,https://p.scdn.co/mp3-preview/f90eb4f2a2f2e7703ffa851cc235eeb5d62f97b9?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2739ab3edd225a39fb6da330025,0.324,0.621,-7.022,0.0638,0.665,0.138,74.969,hindi devotional
1294,Aaraadana Aaraadana,Raj Prakash Paul,33,https://p.scdn.co/mp3-preview/e5748704299dfb80c9367d325f87b7bf110245ff?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273d6ddc2240888fd977be32401,0.577,0.644,-8.571,0.0313,0.0278,0.162,110.0,hindi devotional
2457,I'm On Fire,Chromatics,50,https://p.scdn.co/mp3-preview/04aede0feedaaa66da72120a2b4bb8c77eafad95?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273e628c7b740821ddadd6544a1,0.621,0.421,-11.834,0.0286,0.677,0.0615,129.957,yoga
18,तेरी मंद मंद मुसुकनिया पर बलिहार राघव जी,Rajan Ji Maharaj,33,https://p.scdn.co/mp3-preview/8535b4ca4f8f029ee548a037d272808c1f0f3d4c?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273e91028cbaa878bfb58de1923,0.583,0.713,-5.018,0.0418,0.36,0.228,120.808,bhajan
1175,Jagadnabhari Ramudu,"Ghantasala, P. Susheela, P. Leela",12,https://p.scdn.co/mp3-preview/f6fc6729a768268758988eccaea2505a5e2a7dac?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2732be2ed65ce2526fb3b04ca7a,0.507,0.727,-5.382,0.0563,0.93,0.482,113.741,hindi devotional
661,Payoji,"Abby V, Ricky Kej, K. S. Chithra",35,https://p.scdn.co/mp3-preview/c8993c8e08795c53ae263bf3b3ac929bd26cd8e1?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273862eb3363aad94aa68b77066,0.317,0.598,-8.742,0.162,0.325,0.0741,170.204,hindi devotional
1157,He Ram He Ram,Jagjit Singh,54,https://p.scdn.co/mp3-preview/e64cff14a7fc85e3a206154c7757ed0baf6963ef?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27309ab9dc7dcf120b26b191918,0.601,0.276,-17.906,0.0264,0.717,0.191,91.56,hindi devotional
62,Aigiri Nandini,"Nivedita Padmanabhan, Narayan Mani",30,https://p.scdn.co/mp3-preview/08704dc508adaf9da7ea9574a6791f8dcadd58c0?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2731c6bd41a32c78c5e2956bcec,0.841,0.608,-5.902,0.0355,0.842,0.0635,124.074,bhajan
1828,Moonlight Cicadas,Castorum,55,https://p.scdn.co/mp3-preview/9a868af95e8338365fc08b14f98abdefe3b6194d?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273dcb1ca87faec39de27d69ebd,0.146,0.00145,-41.989,0.0544,0.974,0.155,137.261,relaxation
2281,Salute the Sun,Solarixo,31,https://p.scdn.co/mp3-preview/7d74a5bcd52dc6a1e02ddd2a955d58581a3553ff?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273ffa537f393089ef1d137bac0,0.486,0.293,-17.111,0.0346,0.655,0.108,105.066,yoga
1923,Nebula,The Parker Sound,24,https://p.scdn.co/mp3-preview/e70224410e6bdffb12915bdc15dda0b28dde87dc?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27318dc1b481655cf5753d1ce40,0.744,0.356,-11.092,0.0675,0.0888,0.0999,81.973,relaxation
2065,Simplicity,Filippa Greer,54,https://p.scdn.co/mp3-preview/1e04704a7da60c1066f6bd209a2a26ad635d3a2b?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273eb6a05c7a193f4b33df3d6f2,0.166,0.00082,-40.111,0.0564,0.985,0.125,71.813,yoga
2057,Valley Below,Sôfur,50,https://p.scdn.co/mp3-preview/9674f1414a54d2fcb48a8b9d29d820c5d6fa90b2?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b27329db299332005acb0c85e277,0.0838,0.00314,-36.871,0.0406,0.968,0.109,172.84,yoga
1938,Apollo XIII,Chill Swan,24,https://p.scdn.co/mp3-preview/9db3dfa6fe8172957e14b777cd81872330f9d558?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2731ce2109a5c322c639b5f43ad,0.0854,0.218,-17.798,0.0347,0.73,0.135,170.057,relaxation
172,Shyama Aan Baso,Maanya Arora,55,https://p.scdn.co/mp3-preview/278b37a4887fbcd67bdd8a6542f3a7fd886034ed?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273047dd4874f3533bcf186c4f9,0.397,0.492,-11.887,0.0859,0.71,0.1,92.012,bhajan
1065,Jaidev Jaidev Aarti,"Shreya Ghoshal, Gulraj Singh",54,https://p.scdn.co/mp3-preview/4072baeb7b503dcd531c6c48b962ba1486f59677?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2732c1912dc94b3b86e01de0a1f,0.435,0.398,-7.809,0.0382,0.87,0.0625,179.671,hindi devotional
666,Mangal Bhawan Amangal Haari,"Abhinay Jain, Rajshree Agarwal",34,https://p.scdn.co/mp3-preview/6c82c9b97ea29ac9f0e7aaab879f0550139ed120?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273eaa5af4aeacd1e6d3e68bc51,0.585,0.407,-12.042,0.0458,0.468,0.169,169.892,hindi devotional
334,Kanha Barsane Mein Aai Jaiyo,Vandana Bhardwaj,44,https://p.scdn.co/mp3-preview/16d2858e3f078526bc6caf614a6002d714ca6c80?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2734708a7483a53e5a8ec928ead,0.437,0.703,-3.972,0.0734,0.00299,0.228,148.546,bhajan
2425,Miracle Love,Matt Corby,55,https://p.scdn.co/mp3-preview/47a4f20bb8dbfd944bce53996076bd22ab117c06?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b2737ba4f1a80497fa11ed7ad9f1,0.454,0.566,-8.053,0.0583,0.373,0.0588,136.165,yoga
2126,Sunsets,"Edwin Pearson, Peter Delafose, Fomadd",62,https://p.scdn.co/mp3-preview/b439085f7e8e534ad07b3ba72dc65cdc3dd994f8?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b2734643a714de5759e1226a8e1b,0.154,0.0139,-39.241,0.0391,0.989,0.0733,135.481,yoga
1471,"Chalo Bhole Baba Ke Dware (From ""Char Dham"")",Hariharan,28,https://p.scdn.co/mp3-preview/a6b75fed701e6d491864a26b1c7fc56e94ed1c61?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2735ec8ac0309ad93b32ffd3ead,0.688,0.362,-10.58,0.028,0.942,0.113,114.104,hindi devotional
39,Shree Hanuman Chalisa,Hariharan,74,https://p.scdn.co/mp3-preview/2e8113e54ca998c34df5930bf9845959470b5971?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2736d9a2050e82ce05424dca5aa,0.589,0.885,-3.4,0.035,0.545,0.132,91.01,bhajan
2035,Melancholy,Jonas Sandberg,75,https://p.scdn.co/mp3-preview/4192bc945489bf4eeed39559cb81f78c99e06255?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273c84a1b1326fa01462dd3610d,0.175,0.00184,-41.3,0.0414,0.994,0.0989,73.583,yoga
86,Shri Ram Bhajan,"Mann Taneja, Navneet Sharma",38,https://p.scdn.co/mp3-preview/e7ad74bac2cebfcb0c2fb0b62f06dc7b43ed9413?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2738eb3c2590d9b39a67103aab4,0.37,0.352,-8.53,0.03,0.943,0.28,139.995,bhajan
603,Mohan Aawo To Sari,Radha Krishnaji Maharaj,4,https://p.scdn.co/mp3-preview/c4c697aa3e05587ffe50912437f74a88dbca795e?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2733d1694fbfffe0e81b327edbd,0.438,0.574,-11.144,0.242,0.531,0.214,149.225,bhajan
256,Kabhi Ram Banke Kabhi Shyam Banke,Tripti Shakya,55,https://p.scdn.co/mp3-preview/2f5547cd1367edd354b5d0da4811d49beea79930?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2739384956ad13b08213068bfe4,0.562,0.65,-10.185,0.0614,0.378,0.113,91.49,bhajan
385,Karuna Karo Kasht Haro Gyan Do Bhagwan,Dr. Prakhar Dagar,51,https://p.scdn.co/mp3-preview/9c905c516fb5df957f56f5b8b4c2202041f1c65c?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273bea812e03c07b505e759b7e2,0.63,0.617,-7.653,0.0635,0.878,0.0776,139.857,bhajan
302,Sree Suktam,"Yashasvi Ramakrishna Sharma, Krishnan, Anand, Sreeram",23,https://p.scdn.co/mp3-preview/c4c6a0b80fe3a7d4693aef5bd6e9f986190106c2?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273131d0b431b09e409b63be300,0.544,0.404,-7.823,0.0482,0.655,0.336,67.528,bhajan
2157,Voyage,SKYYZ,50,https://p.scdn.co/mp3-preview/416414df922f53057a03116f7ed734e015d3b11f?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b27318501554d73998b5c23e216c,0.229,0.0853,-25.304,0.0354,0.966,0.116,87.877,yoga
450,कथा कहिए भोले भण्डारी जी,Ranjan Ji Maharaj,29,https://p.scdn.co/mp3-preview/0a11b82c802fbb0d1a03db305f82522aac025aaa?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2731ead56ec7778f2bc7d985d57,0.526,0.592,-8.762,0.122,0.536,0.103,135.824,bhajan
568,Vitthal Mazha Mazha,Radha Krishnaji Maharaj,23,https://p.scdn.co/mp3-preview/5b41bbb78d6d94f1b9bcc38817fbd9c5095c3328?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273936bc146f8f9e9b33a254840,0.338,0.845,-3.999,0.142,0.62,0.129,65.292,bhajan
1767,Pure Waves,Spiritual Flower,61,https://p.scdn.co/mp3-preview/d7fd0d57aa95e09718e5ba963dc39563522f699e?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273fe7c6d16481e63bacdcd4aeb,0.194,0.0532,-24.305,0.0388,0.957,0.112,60.62,relaxation
150,Zari Ki Pagdi,Maanya Arora,47,https://p.scdn.co/mp3-preview/1738418249a44d36c408d4b2cd6264c84cbce1df?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2732d64674f42319d0f7f3457ad,0.554,0.614,-7.752,0.128,0.203,0.161,77.988,bhajan
1326,Esa Damru Bajaya Bholenath Ne,Bhagwat Suthar,23,https://p.scdn.co/mp3-preview/3fd85a94593bf46277af3c4b9bcac0f4b5f2c335?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27336343fb94a39b2c74092e4e3,0.652,0.994,-1.683,0.0727,0.315,0.385,123.831,hindi devotional
2355,10 Laws,East Forest,46,https://p.scdn.co/mp3-preview/13cc53653a0466608d90d9d41cfe551a847284b6?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273677d5ea1daab9fd588d50dc9,0.661,0.413,-15.41,0.044,0.828,0.151,108.032,yoga
630,Lagan Tumse Laga Baithey,Jaya Kishori,47,https://p.scdn.co/mp3-preview/2b99bcab017c095a663d11581ea21f273a81ed08?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2731498acf1dafd3cecf55c94cc,0.589,0.727,-6.719,0.0367,0.535,0.256,92.021,hindi devotional
1558,Shri Ramchandra Kripalu Bhajman,Seema Mishra,37,https://p.scdn.co/mp3-preview/0204b1d0513c1fee822c4eeced7c3cf17ba526c0?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273f79a4309dfe488a6f1a9038d,0.636,0.639,-7.899,0.0323,0.344,0.505,115.063,hindi devotional
2204,Pachamama,Beautiful Chorus,63,https://p.scdn.co/mp3-preview/3fa2aedc4ce0de2f7ca4a4b1b523997a262052e5?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b2739555108d10b19c38e520efed,0.305,0.0536,-18.215,0.0501,0.994,0.403,166.222,yoga
951,Raghupati Raghava Rajaram,Armonian,56,https://p.scdn.co/mp3-preview/457c2e0d1a4c909f545f19a3e0c51d748937c4f4?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27322cc902b61602cde33498b5d,0.58,0.393,-10.559,0.022,0.706,0.181,90.034,hindi devotional
1177,Om Sarvani,M.M.Manasi,29,https://p.scdn.co/mp3-preview/a027e2cadef6853afc00598df4a656a2eddcd65c?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273128e350cc5986eca9c713748,0.615,0.731,-7.616,0.0472,0.376,0.302,91.938,hindi devotional
2516,Give Me a Sign,"Joe Ananda, Umpirage, Blumida",52,https://p.scdn.co/mp3-preview/6d7c598a35bd080dc1ed49f4deeda46f4ab57e9a?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273baedb29b261ac3cfa66db6bd,0.204,0.0624,-22.01,0.0333,0.241,0.0924,66.675,yoga
1068,Shendur Laal Chadhayo (Aarti),Ravindra Sathe,65,https://p.scdn.co/mp3-preview/3a877b85c7df7d7fef080d4191192d69ce69c97e?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2734ac49cbfcbad925437b11428,0.487,0.675,-12.76,0.0648,0.549,0.428,125.518,hindi devotional
1416,Teri Galiyon Mein,Mohammed Rafi,32,https://p.scdn.co/mp3-preview/5382b7ddfc8b35c62665c85baf315bac258d585a?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273f2fd6167c427aa8bbe82e61f,0.266,0.467,-12.691,0.0419,0.795,0.182,146.738,hindi devotional
1427,Do Lafzon Ki Hai Dil Ki Kahani (Remix),"Asha Bhosle, Anurag Abhishek",27,https://p.scdn.co/mp3-preview/3af93080eaf29795b0545557ffdad111cad26992?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273b7cebfd4a733fbc98a7dfd08,0.383,0.474,-6.504,0.033,0.72,0.625,75.187,hindi devotional
1103,Ganpati Gajaanann,"Himesh Reshammiya, Vipin Reshammiya",27,https://p.scdn.co/mp3-preview/6611accb774b27c2be5ef7f6b142435cb655e9a2?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273103c59b6273621d6a924ba56,0.661,0.797,-3.965,0.0646,0.281,0.215,83.934,hindi devotional
170,Meri Mai,"Jubin Nautiyal, Payal Dev, Manoj Muntashir",57,https://p.scdn.co/mp3-preview/fe1ece86b22cb69feb8aeb6951bfabfe350509e8?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273ac889c5ee4cc39a76c4f2c4f,0.525,0.807,-6.011,0.0369,0.496,0.0938,89.863,bhajan
1187,Yentho Ruchira,S. P. Balasubrahmanyam,47,https://p.scdn.co/mp3-preview/1c6faa8961233b650d1f95bb6ee3304cb5ed8793?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273c18bc24bc077d786e5950842,0.517,0.367,-8.655,0.0343,0.436,0.163,121.866,hindi devotional
1544,Zindagi Ka Safar,"Kishore Kumar, Kalyanji-Anandji",53,https://p.scdn.co/mp3-preview/e06722aff4509157cdfb48b44beb00da320ae8c3?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273acb044ac383c9ae3ef64c8a2,0.369,0.403,-9.475,0.03,0.924,0.233,106.66,hindi devotional
1982,Breathe,Sunset Chamber,61,https://p.scdn.co/mp3-preview/b30e6097d3b8c5b7b2decd99a72d1216d7664fec?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273d2813765cfae1c7082b90340,0.117,0.0443,-28.893,0.0428,0.97,0.0824,150.781,relaxation
1407,Kisi Ki Muskurahaton Se,Mukesh,39,https://p.scdn.co/mp3-preview/bd6473b5abfd43b4cf496c4c42f458e1fc620af3?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273b1b23c1be7dfa98cbb878857,0.394,0.303,-13.401,0.0486,0.75,0.0656,207.806,hindi devotional
2052,Where Am I,Norris Melcher,49,https://p.scdn.co/mp3-preview/043c6efc1e2a58a4cf74981471a4621da41bd84f?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b27307825b1f1b405bc66ba90741,0.166,0.0218,-35.686,0.0389,0.948,0.0953,136.524,yoga
371,Hare Krishna Hare,Palak Muchhal,55,https://p.scdn.co/mp3-preview/2de571c166b4d25d7aaf08bf223c6d6f6ee693b2?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273ebb227f375ba5afc61ee5f3c,0.399,0.536,-10.735,0.0484,0.845,0.194,94.705,bhajan
886,Venkatachala Nilayam,Vijay Prakash,32,https://p.scdn.co/mp3-preview/e5e311ea13dead9a046433478930ee7681a997a5?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27340a8028527f963b03a3d4a7a,0.433,0.555,-6.637,0.0422,0.781,0.118,85.591,hindi devotional
723,Achyutam Keshavam,Rahul Jain,43,https://p.scdn.co/mp3-preview/45f107dd856482de092e4cd29a3783cde53ffa7b?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273fc6bf82009ab0934fbda1a55,0.409,0.715,-4.792,0.0823,0.513,0.0965,116.313,hindi devotional
664,Bolo Ram Ram Ram,Pamela Jain,35,https://p.scdn.co/mp3-preview/c6956a8c5108339c96b0426d6afd07ff876505c8?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2738684343dc6c5b4543894f8bc,0.484,0.657,-7.159,0.076,0.481,0.0794,173.956,hindi devotional
84,Shri Ram Dhuni,"Abhinay Jain, Rajshree Agarwal, Kabul Rishi",33,https://p.scdn.co/mp3-preview/775f8792126c03e728aae21c00c003b36d16b239?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27348d18d40653279521e668e18,0.588,0.606,-11.034,0.0275,0.0344,0.581,104.962,bhajan
2322,Toad Lick,East Forest,45,https://p.scdn.co/mp3-preview/77d63a5e9a01ff64226053cdcc7259c615d19c21?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273689c7ec732401f6f267585ba,0.603,0.488,-12.625,0.0332,0.735,0.657,180.123,yoga
898,Amba Sambhavi,"Smitha, Nihal",26,https://p.scdn.co/mp3-preview/e567ae8d093806af44c0c0d8fd5e845d1aafaaf8?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273dc7fbbabcc33cb211fa0ec60,0.616,0.577,-8.832,0.0282,0.415,0.196,110.011,hindi devotional
1082,Mere Deva,Manoj Mishra,33,https://p.scdn.co/mp3-preview/8d22c960ee2701b67c46d0969e377b49f15f06de?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27330c4c5153dc254e20b068751,0.531,0.561,-10.055,0.0472,0.64,0.12,75.191,hindi devotional
1436,"Aao Huzoor Tumko (From ""Kismat"")",Asha Bhosle,29,https://p.scdn.co/mp3-preview/d26c1400c2f30a499b3ad9c16dec74e0cd3e6496?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27381c79777aa54ad14e6685d64,0.492,0.213,-11.224,0.0447,0.915,0.148,110.463,hindi devotional
381,Shri Krishna Govind,"Sonu Nigam, Alap Desai",48,https://p.scdn.co/mp3-preview/887d25ff11330884a09bb07865c344164049e1b7?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273c6062de07b4c3016b08ab9cc,0.568,0.567,-8.729,0.0498,0.817,0.223,94.812,bhajan
1077,Hey Ganaraya,"Neeti Mohan, Suhit Abhyankar",39,https://p.scdn.co/mp3-preview/56fcc7dba6240a892e94c82cbc41f360ec98cea3?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273ecb27dd560b5a6d9cd0929bc,0.5,0.517,-7.185,0.0619,0.749,0.105,78.249,hindi devotional
