Unnamed: 0,Track Name,Artist(s),Popularity,Audio Preview,Cover Image,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Genre
2520,Nuwara Eliya,"Ananta, Rangitoto, Red Neptune",54,https://p.scdn.co/mp3-preview/8a2193b7865f18036d9276322c048775bebc800c?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b2735c508c4eab46b1a1705c0bcd,0.318,0.041,-30.126,0.0362,0.978,0.07,70.038,yoga
1829,Supernus,Adrian Stenhammar,54,https://p.scdn.co/mp3-preview/500e4108f3b245fb826a78d33748fc5268bc20a3?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273fcbc2a1407bcf64fb9fada7d,0.148,0.0201,-36.454,0.0435,0.89,0.109,137.906,relaxation
2273,Dreamwalker,Mearlorne,35,https://p.scdn.co/mp3-preview/609f1af1e5c41d162008f8cdf2d66b3e743cbfbb?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273c3eed9c3455ab72f5e1e1c79,0.563,0.0894,-26.732,0.0362,0.98,0.09,170.119,yoga
1873,Seasons,Ghasel,65,https://p.scdn.co/mp3-preview/aa482ed5ff50b6343e3364344a6c684a2cb1a43b?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2732c31c9c32a36064e92bc2538,0.143,0.0038,-39.28,0.046,0.955,0.105,140.533,relaxation
954,Neela Suktam,"T.Sivaprasad, R.V. Sathyanarayanamurthy",52,https://p.scdn.co/mp3-preview/34c40ce5b1bfc05424aad4b0f2c89766907c05ce?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273b692f8450f30968d9fcb98c8,0.702,0.428,-8.163,0.112,0.828,0.139,108.742,hindi devotional
2240,Healing In Motion,Rag Nally,39,https://p.scdn.co/mp3-preview/fb2a14806bf6811294c9d468f5baafd06cd14e07?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273e5cb0a79111ce6530b9839ae,0.623,0.194,-21.129,0.0295,0.528,0.106,103.049,yoga
950,Karpur Gauram Karunavtaram,Nirmalya Roy,54,https://p.scdn.co/mp3-preview/aee7969ec26b848ce1479d09f17f2f52ca45bc06?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27355975f6e3dc37c1580ad761f,0.589,0.661,-8.008,0.0599,0.349,0.109,77.965,hindi devotional
1686,Flowery Grace,Peaceful Piano,17,https://p.scdn.co/mp3-preview/6b04d4a47c5f9c1f23cce1299734a83e33426ee3?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27389d9748e5992c12df3d4f959,0.427,0.00254,-33.403,0.0576,0.996,0.0721,67.551,relaxation
1481,Ek Radha Ek Meera,Lata Mangeshkar,43,https://p.scdn.co/mp3-preview/f2a4af8cd50a40e45873a8b2bdec4a162f431f6f?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273c626cf6f81c8dd9ac6cf796e,0.461,0.193,-15.513,0.065,0.973,0.308,80.326,hindi devotional
1400,Yeh Sham Mastani,Kishore Kumar,37,https://p.scdn.co/mp3-preview/8bc60c2d5c55228ed25fd3d7189e990722f5eb21?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273767bcd5db2f78007cfbe56f7,0.447,0.477,-11.007,0.0344,0.892,0.323,116.183,hindi devotional
360,Nange Nange Paon Chal Aa Gaya Ri,Narendra Chanchal,54,https://p.scdn.co/mp3-preview/d8551aabe89b324f26a4310e7bc0fb6425386ef5?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2732344a350281f86b3e9971341,0.586,0.84,-4.139,0.0607,0.778,0.2,110.085,bhajan
545,Krishna Theme (Flute),Paras Nath,55,https://p.scdn.co/mp3-preview/d1065f1240ef958b241c66754fb2fd2c60e0ca03?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273cae8942a913237e3839b37b4,0.517,0.311,-4.994,0.0373,0.985,0.108,98.734,bhajan
185,Tum Prem Ho - Reprise,"Mohit Lalwani, Bharat Kamal",70,https://p.scdn.co/mp3-preview/8aaf1d7e8eeb7b77460363f66a48c775e7661770?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2731d12a9d4b338635b717b839e,0.698,0.446,-11.845,0.028,0.872,0.0736,109.969,bhajan
1195,Govindaa Sritha,"Annamayya Keerthana, S. P. Balasubrahmanyam, M. M. Keeravani, Anand Bhattacharya, Anuradha Paudwal",45,https://p.scdn.co/mp3-preview/5c8aac35fed48c1536ad4f1d393e1da1330797f2?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2739b87d7f41d6d86d85471e4be,0.538,0.63,-5.391,0.0548,0.653,0.174,117.302,hindi devotional
1837,The Sleep,Viro Marix,51,https://p.scdn.co/mp3-preview/6519cc36b9cc304fb62100dc46d6fd942ab00caf?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273324fcc174f8598ff5eab5cde,0.167,0.00462,-38.703,0.0423,0.994,0.113,131.719,relaxation
412,He Govind He Gopal,Chetan Prajapati,39,https://p.scdn.co/mp3-preview/a9c1a6bd95077eedfe4e17fb99d33d5dbcc80083?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273f3ad3ca3107430f138e8fe43,0.791,0.543,-7.938,0.027,0.267,0.108,115.994,bhajan
1593,Mera Aap Ki Kripa Se,Mukesh Bangra,2,https://p.scdn.co/mp3-preview/ad749b5367e02071dc58375b72fa7d4ba1fa7194?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273890ce5a46e0f03b927a2539e,0.553,0.676,-6.057,0.0314,0.261,0.263,133.908,hindi devotional
408,Krishnaji Ki Aarti,"Anup Jalota, Sadhana Sargam",40,https://p.scdn.co/mp3-preview/879f3e3a49740e7922f0ccad365060165a2a14d3?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273d4fff41f4903bba74766ba68,0.608,0.821,-4.672,0.0846,0.338,0.14,96.117,bhajan
1001,Maa Chandraghanta Amritwani,Kumar Vishu,32,https://p.scdn.co/mp3-preview/7a46610acaf94e3c4fb94aa01c7fe10ed6ba3400?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273e5facfc8648b54eaaad34a39,0.823,0.649,-9.822,0.146,0.553,0.174,140.014,hindi devotional
1552,Shri Durga Chalisa,Anjali Jain,7,https://p.scdn.co/mp3-preview/39da30030e50c55fdfeff7bfd741d03eb654e078?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273efe54191fbc38e0b2be46005,0.623,0.672,-8.192,0.0481,0.103,0.146,153.178,hindi devotional
1903,Center Of Attention,John Sentinela,48,https://p.scdn.co/mp3-preview/7d145d0d65fa7f180d58733dd2f3eceeff0c86bd?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273195b36a7ece8ac4ed0753ee9,0.174,0.00813,-33.187,0.0363,0.978,0.141,140.26,relaxation
321,Om Jay Jagdish Hare,Satish Dehra,22,https://p.scdn.co/mp3-preview/20461911dfc7bc2b371cd488396d05e24f9d042f?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27373d4f94873bd347d30b35ef9,0.611,0.569,-4.823,0.0357,0.627,0.747,92.042,bhajan
1036,Ambe Tu Hai Jagdambe,Anuradha Paudwal,45,https://p.scdn.co/mp3-preview/eada3a27ab123dafc1e398080b7d7ded182f8f0e?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27396566ef9d7bca75e0d65cfc1,0.748,0.666,-7.625,0.0346,0.629,0.247,93.953,hindi devotional
309,Yamunashtakam,Nidhi Dholakia,34,https://p.scdn.co/mp3-preview/fd3b39b7d050602d39e052e463a9ba3d2a47fbd9?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27319f95d3b1add84b07fd89fd6,0.381,0.144,-12.297,0.0334,0.891,0.0734,112.92,bhajan
2436,Doubt (Summer Edit),Shallou,44,https://p.scdn.co/mp3-preview/96bcf1c9431d968c4bef7740df7b98b34fcc7d7a?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273f4809a2ba62ab2b614d98a9f,0.733,0.62,-8.556,0.0698,0.168,0.118,104.95,yoga
2385,Kusanagi,ODESZA,54,https://p.scdn.co/mp3-preview/92ecf754c1a69f94709f2bb7af644c8e984071cd?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b2737348311d84dc91045dd5dbf9,0.335,0.33,-8.302,0.031,0.472,0.164,75.07,yoga
918,Kurai Ondrum Illai - Ghibran's Spiritual Series,Ghibran,32,https://p.scdn.co/mp3-preview/4862ea05b79fb7f8eb3ad45865a721e5323c34dc?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273629c110d978d358ac3e12d57,0.63,0.521,-6.504,0.0323,0.799,0.0503,79.991,hindi devotional
322,Durga Chalisa (Superfast),"Manjeera Ganguly, Everybody Productions, Kuldeep Shukla",36,https://p.scdn.co/mp3-preview/0a70aa9d2959974e59e554819a60a9756ff0198d?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2737a9e90a288fedbc81373f548,0.673,0.982,-3.448,0.214,0.702,0.0632,139.935,bhajan
1190,Sive Siva Sankara,V. Ramakrishna,19,https://p.scdn.co/mp3-preview/a3e4ed68deee0811b12ccf615dacaa470cae0b73?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273b82a018e124f427385cc7d2d,0.476,0.565,-6.404,0.0632,0.935,0.212,94.321,hindi devotional
1861,For A While,Astrid Whitlock,61,https://p.scdn.co/mp3-preview/b06e2b7c2974ee5bcd395fbaeea125d73a2aea23?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273267f786550290226f2102810,0.169,0.000305,-40.384,0.0569,0.922,0.112,69.439,relaxation
1516,Yeh Raaten Yeh Mausam,"Kishore Kumar, Asha Bhosle",59,https://p.scdn.co/mp3-preview/e48a137123f4547cc49794cdc1d0db1f1b1e479a?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27378d5033700df9553b99d1319,0.501,0.217,-12.355,0.0481,0.976,0.146,149.763,hindi devotional
866,Shiva Suvarnamala Stuti,Minakshi Mazumdar,38,https://p.scdn.co/mp3-preview/78b3d27cd80d7a11c45168519773ecaf717ed11f?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27307425c0563739a3d24f71610,0.665,0.526,-5.798,0.0559,0.374,0.111,76.959,hindi devotional
1428,Na Tum Hamen Jano - Male Vocals,Hemant Kumar,31,https://p.scdn.co/mp3-preview/df9c8725067964ef8970c128c0018a4b139f7eff?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273b7a738079e90ef541d9780b7,0.37,0.222,-13.437,0.0376,0.944,0.284,113.691,hindi devotional
1201,Maha Kanaka Durga,S. Janaki,45,https://p.scdn.co/mp3-preview/213cbe75e091320a439aae2f54b34c8003c0a945?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273fa44f2423704313be7990a2b,0.504,0.862,-5.107,0.0762,0.35,0.54,127.015,hindi devotional
136,Shri Ram Chandra Kripalu Bhajman - Shri Ram Stuti,Malini Awasthi,30,https://p.scdn.co/mp3-preview/acb88b517fb2bab2df6e3946f9327e6f3d737692?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2736c47bb7cda08e59ad3312fc8,0.528,0.672,-4.084,0.0301,0.361,0.198,132.066,bhajan
525,Bigdi Meri Bana De,Lakhbir Singh Lakkha,56,https://p.scdn.co/mp3-preview/a6a2bd8a19cf5a4b1a3f15191d22e24fed8d8d97?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2730c847d521d11193d1553e2d4,0.418,0.576,-12.467,0.162,0.638,0.332,80.464,bhajan
1818,Release Me,Vincent La Rossi,64,https://p.scdn.co/mp3-preview/9cbd13fc90a8ac28151a55594c74bae967a1e1b6?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273e8c4ec1bedb3cbc4c2d240da,0.152,0.00504,-34.183,0.0432,0.953,0.102,136.702,relaxation
995,Devi Maa Ka Gaon Re,Anup Jalota,33,https://p.scdn.co/mp3-preview/a7eadc107636487a4296e356734c1a6e2985368d?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2735d90fb21ff23689258da9862,0.768,0.831,-6.501,0.122,0.192,0.0964,94.992,hindi devotional
2087,Niwl,Conah Bouvet,51,https://p.scdn.co/mp3-preview/240880dca78b423eb410facfaa1b4cfdea9c495a?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273212db9807a0abe0f14ecad36,0.0928,0.0064,-36.001,0.0459,0.973,0.105,74.168,yoga
2145,Kind Soul,"Edwin Pearson, Peter Delafose, Fomadd",57,https://p.scdn.co/mp3-preview/4998189e6d13d64323b0f34767f87409b9284283?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b2734643a714de5759e1226a8e1b,0.356,0.00368,-37.674,0.0395,0.901,0.0859,80.164,yoga
72,Ram Ji Ki Sawari Chali,"Dev Negi, ARGH",29,https://p.scdn.co/mp3-preview/03b96f68408ccc7cc39a6aa8f09b9aa4dce8f135?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273a1039b81cfa0da15f09a7c83,0.727,0.706,-8.392,0.0479,0.0918,0.321,103.495,bhajan
2487,Only One Time,"Joe Ananda, Umpirage, Blumida",55,https://p.scdn.co/mp3-preview/c3bd6cfc8f4f74869c4b09c94409d0777dfdd9d2?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b2734d5c51703da92bd31983bf6f,0.231,0.0782,-26.117,0.0384,0.968,0.0989,66.065,yoga
2463,Make Me Wonder,Kllo,24,https://p.scdn.co/mp3-preview/40f52efbdb6d5bacae6bb12ba69f2f315b205ec8?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b27308576e084f16e797e90fda4e,0.682,0.244,-9.913,0.031,0.497,0.13,128.455,yoga
2011,Calmness,Sleep Advisor,54,https://p.scdn.co/mp3-preview/53407ff784aba652205b00a75392812c7c93f862?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b2734485bea44ee96a2f0bb7c570,0.158,0.00427,-42.481,0.0482,0.989,0.104,133.06,yoga
1526,Salame-Ishq Meri Jaan,"Lata Mangeshkar, Kishore Kumar, Kalyanji-Anandji",57,https://p.scdn.co/mp3-preview/91db48d55ebe36d5515a1f19aea12e65491473f6?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2735b06030d48d2ec0180bb3e90,0.544,0.71,-7.14,0.11,0.832,0.547,99.638,hindi devotional
219,किस लिए आस छोड़ें,Ranjan Ji Maharaj,31,https://p.scdn.co/mp3-preview/473412706079acb5a6cedc4b56274fbc076bb2b1?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273077c2b1a8549b8506b2df3d5,0.52,0.536,-10.133,0.035,0.568,0.0785,108.816,bhajan
2085,Eternal Spaces,Mystisse,62,https://p.scdn.co/mp3-preview/3265f49ef58b2fdbe0b99e7aebc8ffe10ac1c10a?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b27332b49e962cca44536767d266,0.13,0.00109,-34.427,0.047,0.95,0.112,67.912,yoga
719,Shri Krishna Govind Hare Murari,"Mame Khan, Amar Sangam, Ajay Prasanna, Reena Naik",46,https://p.scdn.co/mp3-preview/b56e667f9bb92a02291c4de3c11251be0b8f2669?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273368364dde877bf76e686deb8,0.451,0.539,-7.775,0.0474,0.856,0.117,84.421,hindi devotional
547,Sukh Karta Dukh Harta,Suresh Wadkar,53,https://p.scdn.co/mp3-preview/83327d73cf51d25598b9f84b13a521d61111166b?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273f7bd532b64a74dcc21d9ee6b,0.62,0.528,-6.116,0.0392,0.474,0.238,180.106,bhajan
785,Jasoda Hari,Sandesh Shandilya,39,https://p.scdn.co/mp3-preview/3c5b44f6c4a2faf3b03397730abf7a1d7062d45c?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273191c0120075377114cee757f,0.597,0.138,-16.653,0.0315,0.935,0.0758,91.037,hindi devotional
1769,Static,breezy brooks,61,https://p.scdn.co/mp3-preview/cb662010c2537fc0a11877437aeda167b4223287?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2734e15720afb063b187aaab613,0.0671,0.0326,-29.224,0.0461,0.95,0.0906,75.19,relaxation
1882,Aero,Madna Eúra,55,https://p.scdn.co/mp3-preview/c2042671b22cd6f22f9bc71f6233d7a3cdaaa26c?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27329488e1483fa63cf12733486,0.161,0.00145,-37.438,0.0448,0.995,0.0918,59.966,relaxation
2518,World of Water,"Dhyana Dan, Red Neptune, Umpirage",52,https://p.scdn.co/mp3-preview/293cb14679bb6dcd52449428b754ac8a9f9c74f9?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273c5ec84dd452c8df9c38bc2f1,0.181,0.0358,-21.023,0.042,0.869,0.108,74.164,yoga
574,Hari Sharanam Hari Sharanam,Radha Krishnaji Maharaj,14,https://p.scdn.co/mp3-preview/428c7b2bced8aad04e333c1d16d64b544842d023?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273de6a655fec39714b7adabee4,0.344,0.729,-3.449,0.0486,0.667,0.105,86.841,bhajan
415,Murli Manohar Gopala,Jagjit Singh,40,https://p.scdn.co/mp3-preview/7f44c41664af46ca9bf0801b1a07a4cd206f332a?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2739873b4beed7fb425b5c450a3,0.413,0.522,-11.353,0.0471,0.851,0.814,112.715,bhajan
1501,Neele Neele Ambar Par - Male Version,"Kalyanji-Anandji, Kishore Kumar",68,https://p.scdn.co/mp3-preview/db74f63119414f93bac37166717bf58e0658b4a4?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273136f87f65afc5f0520b90b1b,0.562,0.696,-7.612,0.0397,0.628,0.172,93.801,hindi devotional
1731,Peaceful Within,CreativeWaves,66,https://p.scdn.co/mp3-preview/1df0c70bac2038385e3f13e4f01f5b3cabee18b6?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273c9000b69243d64de42b81b96,0.207,0.126,-25.174,0.0402,0.662,0.111,93.68,relaxation
1949,Close,Monsclod,23,https://p.scdn.co/mp3-preview/58f2e9b7dd2050c9c3fe8b06e057e6a4d4c9d4f2?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273ba6e1a5e0bfdbab9bb37fe21,0.301,0.0759,-27.717,0.0498,0.98,0.104,165.586,relaxation
2345,Daydream (feat. Ashwin Srinivasan),Nitin Sawhney,49,https://p.scdn.co/mp3-preview/432cdb1b39819f10500bf2fd86b818b2fd53afa9?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273964c6155d1776f65e56a8efc,0.416,0.15,-16.152,0.0381,0.974,0.0952,59.926,yoga
915,"Tandanana Ahi: Brahmam Okate - Lord Venkateswara - From ""Ghibran's Spiritual Series""","Ghibran, Sowmya Mahadevan",34,https://p.scdn.co/mp3-preview/facd62721aff6bf7b449aee0cabbd640313e54ae?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27342ac334c52ba718e2b8cd110,0.452,0.681,-7.093,0.182,0.345,0.113,170.97,hindi devotional
2508,Brittle Star,"Red Neptune, Silkyson, Dhyana Dan",56,https://p.scdn.co/mp3-preview/8a3051c04728aab23238dfe8d53d7e633c67f9b3?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b27380380157c810674fd7851d24,0.202,0.18,-22.992,0.0433,0.628,0.116,62.392,yoga
1342,GURUDEV JAGAVE SUTODA JAGO,Bhagwat Suthar,19,https://p.scdn.co/mp3-preview/f4dfc17a249893051d26598f1efb5c5b4179af96?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273d0f870151a1323ee7b63efd6,0.525,0.908,-7.538,0.0845,0.52,0.397,99.174,hindi devotional
1883,Quest of Kind,D/S/T/N/C/E,49,https://p.scdn.co/mp3-preview/fcce1b5d11c480404f4e82643e4fe57082d56c5c?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273b9642440a9709f89a8a18743,0.167,0.00982,-38.377,0.0419,0.933,0.0932,69.092,relaxation
2369,Strength From Inside,Above & Beyond,48,https://p.scdn.co/mp3-preview/4954af8286fbf8fcb1c7097529e5b6f26a8addad?cid=386df1941e434e9a8fa07b9104aada05,https://i.scdn.co/image/ab67616d0000b273e6fe680d4517b01125992e84,0.171,0.189,-22.379,0.037,0.857,0.169,91.047,yoga
281,Kalo Ke Kal Mahakal Re Baba More Ujjain Wale,Kishan Bhagat,31,https://p.scdn.co/mp3-preview/842c7bb10a0433d8d7e2a5ba4c15c533a8740f5b?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273e5f342df53ca043ff22e9f0b,0.803,0.651,-8.226,0.0401,0.0717,0.138,104.998,bhajan
1392,Tum Itna Jo Muskura Rahe Ho,Jagjit Singh,47,https://p.scdn.co/mp3-preview/2c8af0f2db4fd2a16c6fe0215d177391b78fbcf7?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2735510b52e0987c6ab8a62cbe0,0.374,0.331,-12.652,0.0322,0.352,0.178,171.381,hindi devotional
1348,tere ashiq tere diwane hai lagan tumse laga baithe,Bhagwat Suthar,12,https://p.scdn.co/mp3-preview/b388a4c3595462b1b551c1f0618d0a5a73b445b2?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2735ff2794972253d13db871a21,0.404,0.918,-4.056,0.0677,0.426,0.571,94.486,hindi devotional
601,Ghanni Khamma Ghanni Re Khamma,Radha Krishnaji Maharaj,3,https://p.scdn.co/mp3-preview/6c9796f7645b31321394f6f9848dda8b24defef3?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273642e7e01e3999ea8bb8a7ee1,0.416,0.969,-1.319,0.178,0.242,0.0872,157.082,bhajan
1310,Lagan Tumse Laga Baithe Jo Hoga Dekha Jayega,Bhagwat Suthar,35,https://p.scdn.co/mp3-preview/d1068328433534b62cd988b24499f09d906fbfad?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2737ada5ce27217eed76e22a70c,0.356,0.803,-7.457,0.0628,0.517,0.4,90.47,hindi devotional
1474,Shiv Chalisa,Suresh Wadkar,7,https://p.scdn.co/mp3-preview/6ed4c232643df405e7a606e08da21e2a23add577?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273a84bf0a1c8b46547c8bf5b5c,0.491,0.452,-12.065,0.0449,0.774,0.138,81.881,hindi devotional
1545,Kora Kagaz Tha Yeh Man Mera,"Lata Mangeshkar, Kishore Kumar",53,https://p.scdn.co/mp3-preview/b2bc9f6e29f8605f6ee622ad3ab07afd632315b9?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27384b2a1748261e77836d50568,0.316,0.5,-7.557,0.0532,0.918,0.149,199.178,hindi devotional
516,Mere Naino Ki Pyas,Sonu Nigam,41,https://p.scdn.co/mp3-preview/05c988b71ef37dca6c084ae01527534282ade52a?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273550b49a8273b57e667b15e2c,0.482,0.705,-10.256,0.059,0.442,0.236,87.987,bhajan
48,Bhor Bhayi Maa,Sonu Nigam,37,https://p.scdn.co/mp3-preview/928cc240428ffad77e1b3fe4dc1c5fedf35e1c3b?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273e5c59df136c3063fc7d20fa6,0.655,0.694,-5.121,0.0463,0.26,0.101,78.063,bhajan
1004,Darbar Dekho Maa Sherawali Ka,Udit Narayan,30,https://p.scdn.co/mp3-preview/d458f798d4a9dc615cebfb91cf19e7480cefae74?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273c1d60e06634117fda0d4cb05,0.342,0.981,-0.122,0.198,0.263,0.126,91.474,hindi devotional
87,Mangal Bhavan 2.0,"Vipin Aneja, Raahi",28,https://p.scdn.co/mp3-preview/8271576bf5ff428172fc830c7040a638579f3c89?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273ba6082974b4c973b72cecf0d,0.293,0.402,-13.592,0.0321,0.393,0.0941,67.28,bhajan
1859,After the storm,Glimmolo,53,https://p.scdn.co/mp3-preview/31761ce63f23e3f4cddf77cb24c7dc876dbed5a0?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2736c9bd90699fef5aeb1d28b8e,0.147,0.00695,-36.138,0.0369,0.917,0.112,139.161,relaxation
52,Hare Rama Hare Krishna Mantra,Jagjit Singh,35,https://p.scdn.co/mp3-preview/eb08c6b0bdab66d48ed51740b295c65250e8b961?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b2735ae60108f8cda2b6149b439b,0.369,0.365,-10.003,0.0292,0.887,0.232,78.802,bhajan
1847,Atmos Spheres,Mahyar,51,https://p.scdn.co/mp3-preview/67efee9ee7e931ae82ecd4141a6e0568915983e7?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b27323877707d3db3851e0941686,0.138,0.00258,-46.618,0.0435,0.984,0.11,142.793,relaxation
1064,Jai Ganesh Deva,Anuradha Paudwal,58,https://p.scdn.co/mp3-preview/5b0ca86b9890ba4053ddee756a6f9084bd709ca0?cid=ff5a19ea0ecf4365b6fda2607c00c556,https://i.scdn.co/image/ab67616d0000b273027aa319d09937441a4d7d76,0.667,0.768,-7.133,0.105,0.484,0.662,134.949,hindi devotional
